client_id,client_description,invoice_number,amount,invoice_date
374133023,SBC Communications Inc,2000006675,295,2/3/2017 0:00
430452513,Simon Property Group Inc,2000006676,255,2/3/2017 0:00
172129392,Performance Food Group Co.,2000006677,290,2/3/2017 0:00
284738710,ChevronTexaco Corp.,2000006678,125,2/6/2017 0:00
506290427,Wyeth,2000006679,395,2/6/2017 0:00
618891058,Carpenter Technology Corp.,2000006680,255,2/7/2017 0:00
316874605,ABM Industries Incorporated,2000006681,235,2/7/2017 0:00
253534759,Concord EFS Inc.,2000006682,615,2/17/2017 0:00
310918156,India Hammond,2000006683,240,2/8/2017 0:00
545004899,Paola Hebert,2000006684,390,2/8/2017 0:00
429351338,Hughes Supply Inc.,2000006685,685,2/9/2017 0:00
505173139,3M Company,2000006686,195,2/9/2017 0:00
23171989,Genuine Parts Company,2000006687,195,2/9/2017 0:00
306545996,Gentiva Health Services Inc.,2000006688,455,2/9/2017 0:00
425448610,Serena Reilly,2000006689,95,2/10/2017 0:00
360033742,Weatherford International Inc,2000006690,35,2/10/2017 0:00
366919054,World Fuel Services Corporation,2000006691,305,2/10/2017 0:00
359612044,"Armstrong Holdings, Inc.",2000006692,55,2/10/2017 0:00
359612044,"Armstrong Holdings, Inc.",2000006693,2210,2/10/2017 0:00
4024681,CSX Corp.,2000006694,375,2/10/2017 0:00
199155800,Cardinal Health Inc.,2000006695,150,2/10/2017 0:00
556990594,"Dominion Resources, Inc.",2000006696,595,2/10/2017 0:00
73524346,"American Financial Group, Inc.",2000006698,250,2/20/2017 0:00
330431267,"Big Lots, Inc.",2000006699,175,2/20/2017 0:00
341429164,Adobe Systems Incorporated,2000006700,110,2/15/2017 0:00
457238975,Maci Bernard,2000006701,295,2/13/2017 0:00
561957463,Makai Landry,2000006702,265,2/13/2017 0:00
381269324,Phoenix Companies Inc,2000006703,365,2/13/2017 0:00
227906408,M.D.C. Holdings Inc.,2000006704,475,2/13/2017 0:00
449291995,Veritas Software Corporation,2000006705,295,2/13/2017 0:00
56873339,AMERCO,2000006706,220,2/13/2017 0:00
4024681,CSX Corp.,2000006707,1425,2/13/2017 0:00
568314177,CMGI Inc.,2000006708,435,2/13/2017 0:00
605778907,Ryder System Inc,2000006709,235,2/13/2017 0:00
204564234,Wendy Campbell,2000006710,325,2/13/2017 0:00
167547252,Gillette Company,2000006711,365,2/14/2017 0:00
555003868,Occidental Petroleum Corp,2000006712,305,2/14/2017 0:00
269840253,EGL Inc.,2000006713,315,2/14/2017 0:00
596161270,Pacific Gas & Electric Corp.,2000006714,205,2/14/2017 0:00
670711491,Pitney Bowes Inc.,2000006715,275,2/14/2017 0:00
492455737,Omnicom Group,2000006716,250,2/15/2017 0:00
501748442,Alcoa Inc.,2000006717,645,2/15/2017 0:00
608794046,Sun Microsystems Inc.,2000006718,335,2/15/2017 0:00
295043228,Ashlee Herring,2000006719,355,2/16/2017 0:00
468817313,Reliant Energy Inc.,2000006720,325,2/16/2017 0:00
435730624,Richard Evans,2000006721,95,2/16/2017 0:00
195504658,Boston Hensley,2000006722,615,2/16/2017 0:00
118934670,Jonathon Williams,2000006723,375,2/16/2017 0:00
547433009,Viad Corp,2000006724,215,2/16/2017 0:00
662030883,Waste Management Inc,2000006725,325,2/16/2017 0:00
324609387,"DST Systems, Inc.",2000006726,660,2/16/2017 0:00
141751319,Williams Sonoma Inc,2000006727,695,2/17/2017 0:00
102012691,Nash Finch Company,2000006728,360,2/17/2017 0:00
550774418,"Amazon.com, Inc.",2000006729,1100,2/17/2017 0:00
671161395,Lorelei Farley,2000006730,75,2/17/2017 0:00
252087313,Zechariah Warner,2000006731,405,2/17/2017 0:00
673118155,"American Electric Power Company, Inc.",2000006732,195,2/17/2017 0:00
254014800,"Apple Computer, Inc.",2000006733,735,2/17/2017 0:00
428959013,Amelie Foley,2000006734,365,2/17/2017 0:00
401249302,Plains All American Pipeline LP,2000006735,375,2/17/2017 0:00
506444746,Granite Construction Incorporated,2000006736,335,2/20/2017 0:00
473256586,Maxtor Corporation,2000006737,750,2/20/2017 0:00
252755320,The Bear Stearns Companies Inc.,2000006738,915,2/20/2017 0:00
663897041,Harman International Industries Inc.,2000006739,75,2/20/2017 0:00
359571986,Hercules Inc.,2000006740,495,2/20/2017 0:00
161902918,Universal Health Services Inc,2000006741,355,2/20/2017 0:00
252755320,The Bear Stearns Companies Inc.,2000006742,328.72,2/20/2017 0:00
6038440,Maverick Montgomery,2000006743,295,2/20/2017 0:00
378158433,Cayden Glover,2000006744,95,2/20/2017 0:00
160047398,"Amkor Technology, Inc.",2000006745,300,2/20/2017 0:00
90071901,Abbott Laboratories,2000006746,695,2/20/2017 0:00
59178814,Oxford Health Plans Inc,2000006747,455,2/20/2017 0:00
635488464,Constellation Emergy Group Inc.,2000006748,40,2/13/2017 0:00
382881320,Sara Lee Corp,2000006749,135,2/16/2017 0:00
201096286,Sports Authority Inc,2000006750,225,2/28/2017 0:00
390796900,RoadwayCorp,2000006751,495,2/28/2017 0:00
266083480,Siebel Systems Inc,2000006752,360,2/21/2017 0:00
665895003,Charming Shoppes Inc.,2000006753,855,2/21/2017 0:00
545951173,Gemstar-TV Guide International Inc.,2000006754,225,2/21/2017 0:00
321810150,Alliant Energy Corporation,2000006755,855,2/21/2017 0:00
279034888,Electronic Arts Inc.,2000006756,70,2/21/2017 0:00
316874605,ABM Industries Incorporated,2000006757,235,2/21/2017 0:00
409275183,FPL Group Inc.,2000006758,340,2/21/2017 0:00
271796605,"Albertson's, Inc.",2000006759,385,2/22/2017 0:00
17058777,Kenny Henry,2000006760,305,2/22/2017 0:00
133957624,Sierra Health Services Inc,2000006761,255,2/22/2017 0:00
38857306,Katelyn Cordova,2000006762,200,2/22/2017 0:00
619836609,Alice Alvarado,2000006763,175,2/22/2017 0:00
84919563,Trump Hotels & Casino Resorts Inc.,2000006764,345,2/22/2017 0:00
533107128,Emcor Group Inc.,2000006765,595,2/22/2017 0:00
211607045,Standard Pacific Corp.,2000006766,295,2/22/2017 0:00
424218258,Household International Corp.,2000006767,75,2/22/2017 0:00
640501216,"E*Trade Group, Inc.",2000006768,1775,2/22/2017 0:00
500539592,Mariner Health Care Inc.,2000006769,515,2/23/2017 0:00
480324219,Kimberly-Clark Corporation,2000006770,495,2/23/2017 0:00
390254758,Miracle Fields,2000006771,295,2/23/2017 0:00
381991807,Irvin Alvarez,2000006772,355,2/23/2017 0:00
141485069,K-Mart Corp.,2000006773,465,2/24/2017 0:00
137863,"The Alpine Group, Inc.",2000006774,2150,2/24/2017 0:00
328650451,Unocal Corporation,2000006775,275,2/24/2017 0:00
532467401,Carlisle Cos. Inc.,2000006776,1535,2/24/2017 0:00
513768143,Sequa Corp,2000006777,195,2/24/2017 0:00
414769826,Ronan Hebert,2000006778,595,2/24/2017 0:00
300966051,Avery Dennison Corporation,2000006779,105,2/24/2017 0:00
79582425,Martin Marietta Materials Inc.,2000006780,295,2/27/2017 0:00
95052506,Layton Vang,2000006781,365,2/27/2017 0:00
461161171,Limited Inc.,2000006782,455,2/27/2017 0:00
133663374,Prince Johnson,2000006783,265,2/27/2017 0:00
259133233,Thermo Electron Corporation,2000006784,95,2/27/2017 0:00
261139786,Henry Schein Inc.,2000006785,325,2/27/2017 0:00
644232085,TMP Worldwide Inc,2000006786,325,2/27/2017 0:00
313076396,Aliana Cuevas,2000006787,100,2/27/2017 0:00
43716093,BorgWarner Inc.,2000006788,705,2/27/2017 0:00
466738808,Metris Companies Inc,2000006789,230,2/28/2017 0:00
291473895,PepsiAmericas Inc.,2000006790,1650,2/28/2017 0:00
228766837,Alec Larson,2000006791,425,2/28/2017 0:00
253620776,Ball Corporation,2000006792,195,2/28/2017 0:00
585586588,Elijah Reed,2000006793,295,2/28/2017 0:00
643531331,Sonic Automotive Inc.,2000006794,295,2/28/2017 0:00
410281322,Questar Corp,2000006795,325,2/28/2017 0:00
515648396,Michaela Calderon,2000006796,310,2/28/2017 0:00
109121390,"D&K Healthcare Resources, Inc.",2000006797,885,2/28/2017 0:00
327519152,Bank One Corporation,2000006798,155,2/28/2017 0:00
455579502,Dow Chemical Company,2000006799,1295,2/28/2017 0:00
222664535,Phelps Dodge Corp.,2000006800,215,2/28/2017 0:00
637841996,E.W. Scripps Company,2000006801,1920,2/28/2017 0:00
95162655,DaVita Inc.,2000006802,800,3/2/2017 0:00
331185045,Bell Microproducts Inc.,2000006803,915,3/3/2017 0:00
637626070,Exelon Corporation,2000006804,1865,3/3/2017 0:00
84547187,Casey's General Stores Inc.,2000006805,1095,3/4/2017 0:00
461459744,Bowater Incorporated,2000006806,75,3/31/2017 0:00
393924500,AOL Time Warner Inc.,2000006807,85,3/31/2017 0:00
508596829,"Arch Coal, Inc.",2000006808,75,3/31/2017 0:00
13320119,"Applied Materials, Inc.",2000006809,70,3/31/2017 0:00
252755320,The Bear Stearns Companies Inc.,2000006810,75,3/31/2017 0:00
109121390,"D&K Healthcare Resources, Inc.",2000006811,80,3/31/2017 0:00
425518272,FirstEnergy Corp.,2000006812,80,3/31/2017 0:00
639712031,Family Dollar Stores Inc.,2000006813,80,3/31/2017 0:00
507829789,Cincinnati Financial Corp.,2000006814,80,3/31/2017 0:00
148358507,Di Giorgio Corporation,2000006815,3715,3/7/2017 0:00
148358507,Di Giorgio Corporation,2000006816,75,3/31/2017 0:00
253620776,Ball Corporation,2000006817,175,3/8/2017 0:00
108350580,FMC Corp,2000006818,500,3/9/2017 0:00
596866232,Clarence Oconnell,2000006819,2000,3/9/2017 0:00
201096286,Sports Authority Inc,2000006820,225,3/9/2017 0:00
637841996,E.W. Scripps Company,2000006821,80,3/31/2017 0:00
420821317,Magellan Health Services Inc.,2000006822,395,3/1/2017 0:00
136730396,Great Plains Energy Inc.,2000006823,1245,3/1/2017 0:00
506247749,Hillenbrand Industries Inc.,2000006824,355,3/1/2017 0:00
85348450,XO Communications Inc,2000006825,295,3/1/2017 0:00
5505436,Lockheed Martin Corporation,2000006826,580,3/1/2017 0:00
248188475,Pinnacle West Capital Corp,2000006827,605,3/1/2017 0:00
486342772,Ingram Micro Inc.,2000006828,695,3/2/2017 0:00
410046015,SLM Corporation,2000006829,355,3/2/2017 0:00
349481559,The LTV Corporation,2000006830,495,3/2/2017 0:00
637675228,International Flavors & Fragrances Inc.,2000006831,345,3/3/2017 0:00
492972570,Quanta Services Inc.,2000006832,635,3/3/2017 0:00
628230525,Dean Foods Company,2000006833,765,3/3/2017 0:00
609410214,Murphy Oil Corporation,2000006834,605,3/3/2017 0:00
291051913,CMS Energy Corp.,2000006835,275,3/3/2017 0:00
672911005,Leila Cherry,2000006836,225,3/3/2017 0:00
417430145,Hon Industries Inc.,2000006837,255,3/3/2017 0:00
252087313,Zechariah Warner,2000006838,155,3/3/2017 0:00
13009617,Kellogg Company,2000006839,295,3/6/2017 0:00
135051460,Carla Graham,2000006840,245,3/6/2017 0:00
132365185,Raytheon Company,2000006841,545,3/6/2017 0:00
7109819,Interstate Bakeries Corporation,2000006842,455,3/6/2017 0:00
393924500,AOL Time Warner Inc.,2000006843,1575,3/6/2017 0:00
409246937,Fairchild Semiconductor International Inc.,2000006844,475,3/6/2017 0:00
461459744,Bowater Incorporated,2000006845,1265,3/6/2017 0:00
266324428,Yesenia Mahoney,2000006846,245,3/7/2017 0:00
135453573,Kaylee Leach,2000006847,295,3/7/2017 0:00
408247158,Katie Gray,2000006848,815,3/7/2017 0:00
505173139,3M Company,2000006849,195,3/7/2017 0:00
178486959,Snap-On Inc,2000006850,515,3/7/2017 0:00
183141974,Priscilla Cochran,2000006851,295,3/7/2017 0:00
3024454,Graybar Electric Company Inc.,2000006852,455,3/7/2017 0:00
435025785,Izabelle Harris,2000006853,305,3/7/2017 0:00
243440026,Foamex International Inc,2000006854,1375,3/7/2017 0:00
672824815,Ivax Corp.,2000006855,375,3/7/2017 0:00
145684333,Mail-Well Inc.,2000006856,265,3/8/2017 0:00
214357001,GATX Corporation,2000006857,325,3/8/2017 0:00
559331521,Harley-Davidson Inc.,2000006858,325,3/8/2017 0:00
449969564,The Neiman Marcus Group Inc.,2000006859,555,3/8/2017 0:00
496297501,Colby Marquez,2000006860,265,3/8/2017 0:00
621936543,Valero Energy Corporation,2000006861,195,3/9/2017 0:00
101560902,Dangelo Nielsen,2000006862,295,3/9/2017 0:00
471795098,Echostar Communications Corporation,2000006863,385,3/8/2017 0:00
21267616,Harrah's Entertainment Inc.,2000006864,455,3/9/2017 0:00
164306351,Unified Western Grocers Inc,2000006865,375,3/9/2017 0:00
77283277,Mirant Corporation,2000006866,385,3/9/2017 0:00
138703029,Roselyn Boyle,2000006867,325,3/9/2017 0:00
547096330,Flowers Foods Inc.,2000006868,295,3/9/2017 0:00
602459707,Jace Rosario,2000006869,245,3/9/2017 0:00
565822700,Adrien Mccullough,2000006870,205,3/9/2017 0:00
674318084,Comfort Systems USA Inc.,2000006871,1025,3/9/2017 0:00
547254151,Tara Hendricks,2000006872,345,3/9/2017 0:00
680707597,Kelly Services Inc.,2000006873,325,3/9/2017 0:00
108350580,FMC Corp,2000006874,1365,3/9/2017 0:00
252755320,The Bear Stearns Companies Inc.,2000006875,325,3/9/2017 0:00
397322854,National City Corp.,2000006876,325,3/9/2017 0:00
425518272,FirstEnergy Corp.,2000006877,350,3/9/2017 0:00
4024681,CSX Corp.,2000006878,375,3/9/2017 0:00
119100166,HCA Inc.,2000006879,365,3/9/2017 0:00
442663699,Unisys Corporation,2000006880,715,3/10/2017 0:00
102226568,Mateo Andersen,2000006881,430,3/10/2017 0:00
108350580,FMC Corp,2000006882,395,3/10/2017 0:00
677770505,Giovanna Marquez,2000006883,195,3/10/2017 0:00
138593136,Rockwell Automation Inc,2000006884,740,3/10/2017 0:00
269840253,EGL Inc.,2000006885,315,3/10/2017 0:00
523125778,UnumProvident Corporation,2000006886,185,3/10/2017 0:00
261710142,US Oncology Inc,2000006887,185,3/10/2017 0:00
262830237,National Fuel Gas Company,2000006888,655,3/10/2017 0:00
641835442,Blake Harvey,2000006889,365,3/10/2017 0:00
108350580,FMC Corp,2000006890,80,3/14/2017 0:00
42347513,Federated Department Stores Inc.,2000006891,70,3/14/2017 0:00
108350580,FMC Corp,2000006892,500,3/15/2017 0:00
582136085,Cabot Corp,2000006893,80,3/15/2017 0:00
500539592,Mariner Health Care Inc.,2000006894,80,3/15/2017 0:00
547096330,Flowers Foods Inc.,2000006895,75,3/15/2017 0:00
52988469,"Arrow Electronics, Inc.",2000006896,75,3/16/2017 0:00
330431267,"Big Lots, Inc.",2000006897,175,3/17/2017 0:00
449916255,BB&T Corporation,2000006898,500,3/17/2017 0:00
7312217,Energy East Corporation,2000006900,1455,3/17/2017 0:00
440613920,Valspar Corporation,2000006899,0,3/31/2017 0:00
282674243,Allie Shepard,2000006901,535,3/13/2017 0:00
75767532,Lyondell Chemical Company,2000006902,455,3/13/2017 0:00
252525689,Union Planters Corp,2000006903,315,3/13/2017 0:00
93613120,McDonald's Corporation,2000006904,355,3/13/2017 0:00
625610752,Southwest Airlines Co,2000006905,655,3/13/2017 0:00
683542676,SouthTrust Corp.,2000006906,655,3/13/2017 0:00
234157439,Southern Union Company,2000006907,355,3/13/2017 0:00
637841996,E.W. Scripps Company,2000006908,1985,3/13/2017 0:00
316846570,Fatima Hebert,2000006909,365,3/13/2017 0:00
672953349,"Benchmark Electronics, Inc.",2000006910,355,3/13/2017 0:00
582136085,Cabot Corp,2000006911,1100,3/13/2017 0:00
568566926,Timken Company,2000006912,95,3/13/2017 0:00
397067348,"Earthlink, Inc.",2000006913,135,3/14/2017 0:00
397067348,"Earthlink, Inc.",2000006914,135,3/14/2017 0:00
545295717,Sage Spencer,2000006915,285,3/14/2017 0:00
94493436,Lithia Motors Inc.,2000006916,285,3/14/2017 0:00
76238643,Jillian Pope,2000006917,475,3/14/2017 0:00
504016055,Hadassah Keith,2000006918,325,3/14/2017 0:00
184585494,American Express Company,2000006919,565,3/14/2017 0:00
283931451,"Amtran, Inc.",2000006920,1625,3/14/2017 0:00
52988469,"Arrow Electronics, Inc.",2000006921,1130,3/14/2017 0:00
360246840,PacifiCare Health Systems Inc,2000006922,265,3/14/2017 0:00
677835910,Itzel Horne,2000006923,345,3/14/2017 0:00
42347513,Federated Department Stores Inc.,2000006924,1095,3/14/2017 0:00
553110826,Kamari Chase,2000006925,315,3/14/2017 0:00
143647297,Goodrich Corporation,2000006926,705,3/15/2017 0:00
560360510,Shea Krause,2000006927,325,3/15/2017 0:00
482564978,Seaboard Corp,2000006928,1095,3/15/2017 0:00
287453786,Joshua Williamson,2000006929,325,3/15/2017 0:00
38113742,Sprint Corp.,2000006930,355,3/15/2017 0:00
369889685,Enzo Shields,2000006931,175,3/15/2017 0:00
284738710,ChevronTexaco Corp.,2000006932,1065,3/15/2017 0:00
382111217,Myla Wiggins,2000006933,495,3/15/2017 0:00
368066999,Guidant Corporation,2000006934,335,3/15/2017 0:00
7312217,Energy East Corporation,2000006935,2200,3/15/2017 0:00
46755260,"Best Buy Co., Inc.",2000006936,2200,3/15/2017 0:00
564431645,National Oilwell Inc,2000006937,420,3/15/2017 0:00
595922945,Varco International Inc,2000006938,305,3/16/2017 0:00
85655227,Principal Financial Group Inc.,2000006939,355,3/16/2017 0:00
164464537,Pier 1 Imports Inc.,2000006940,280,3/16/2017 0:00
167254290,Giovanna Lyons,2000006941,365,3/16/2017 0:00
568951063,Pennzoil-Quaker State Company,2000006942,395,3/16/2017 0:00
575224527,Jamarcus Newton,2000006943,375,3/16/2017 0:00
480600486,RGS Energy Group Inc,2000006944,325,3/16/2017 0:00
620210603,Amanda Frederick,2000006945,265,3/16/2017 0:00
184943941,Worthington Industries Inc,2000006946,415,3/16/2017 0:00
147265905,OM Group Inc,2000006947,415,3/16/2017 0:00
253107840,Nike Inc,2000006948,325,3/16/2017 0:00
265436703,Lara Brown,2000006949,495,3/17/2017 0:00
657849141,Elsa Bryant,2000006950,425,3/17/2017 0:00
317286833,Gentek Inc.,2000006951,355,3/17/2017 0:00
244895478,Marshall & Ilsley Corporation,2000006952,35,3/17/2017 0:00
593923268,Karma Blanchard,2000006953,75,3/17/2017 0:00
258530767,NiSource Inc,2000006954,295,3/17/2017 0:00
482706805,LandAmerica Financial Group Inc.,2000006955,910,3/17/2017 0:00
456834498,Capital One Financial Corp.,2000006956,495,3/17/2017 0:00
619684479,MeadWestvaco Corporation,2000006957,805,3/18/2017 0:00
247600826,Noble Energy Inc,2000006958,385,3/18/2017 0:00
369673776,Alexzander Monroe,2000006959,415,3/18/2017 0:00
266876042,Hana Marsh,2000006960,395,3/18/2017 0:00
590019236,Johnson & Johnson,2000006961,595,3/18/2017 0:00
359159670,Penn Traffic Co.,2000006962,495,3/18/2017 0:00
94178101,Peoples Energy Corp.,2000006963,55,3/18/2017 0:00
456849349,Tessa Pearson,2000006964,295,3/18/2017 0:00
243010735,Qwest Communications Intl Inc,2000006965,395,3/20/2017 0:00
160047398,"Amkor Technology, Inc.",2000006966,150,3/20/2017 0:00
598647983,Micron Technology Inc.,2000006967,395,3/20/2017 0:00
614100783,Paccar Inc,2000006968,165,3/20/2017 0:00
325102596,Christopher Dickson,2000006969,355,3/20/2017 0:00
40225485,PerkinElmer Inc,2000006970,295,3/20/2017 0:00
183321568,Aden Rush,2000006971,285,3/20/2017 0:00
151398303,Ryerson Tull Inc,2000006972,325,3/20/2017 0:00
461101980,Unitrin Inc,2000006973,245,3/17/2017 0:00
542336332,"Air Products and Chemicals, Inc.",2000006975,1500,3/24/2017 0:00
201096286,Sports Authority Inc,2000006976,75,3/27/2017 0:00
674318084,Comfort Systems USA Inc.,2000006977,80,3/27/2017 0:00
183146234,Charter Communications Inc.,2000006978,35,3/28/2017 0:00
505293003,Anixter International Inc.,2000006979,425,3/30/2017 0:00
562689381,PepsiCo Inc.,2000006980,435,3/21/2017 0:00
43628505,Ingles Market Inc,2000006981,215,3/21/2017 0:00
464305230,Scientific-Atlanta Inc,2000006982,645,3/21/2017 0:00
503238258,Summer Terry,2000006983,225,3/21/2017 0:00
681982239,Robert Half International Inc.,2000006984,365,3/21/2017 0:00
595922945,Varco International Inc,2000006985,305,3/21/2017 0:00
279034888,Electronic Arts Inc.,2000006986,70,3/22/2017 0:00
619692661,Makaila Ellison,2000006987,275,3/22/2017 0:00
457106178,Smurfit-Stone Container Corp,2000006988,815,3/22/2017 0:00
388282832,Jaida Cardenas,2000006989,725,3/22/2017 0:00
351977392,Rayan Kerr,2000006990,525,3/22/2017 0:00
25968640,Sun Healthcare Group Inc.,2000006991,595,3/23/2017 0:00
353030888,Triad Hospitals Inc,2000006992,295,3/23/2017 0:00
104252831,Mandalay Resort Group,2000006993,750,3/23/2017 0:00
287800561,Northwest Airlines Corp,2000006994,165,3/23/2017 0:00
43739944,IDT Corporation,2000006995,805,3/23/2017 0:00
657080254,Norfolk Southern Corporation,2000006996,325,3/23/2017 0:00
277276048,Potomac Electric Power Co.,2000006997,355,3/23/2017 0:00
612160032,Quest Diagnostics Inc.,2000006998,645,3/23/2017 0:00
354905225,Kellwood Company,2000006999,325,3/24/2017 0:00
309321664,Chad George,2000007000,195,3/24/2017 0:00
656440840,IMC Global Inc.,2000007001,415,3/24/2017 0:00
492706262,Toro Company,2000007002,365,3/24/2017 0:00
291051913,CMS Energy Corp.,2000007003,275,3/24/2017 0:00
191820277,NorthWestern Corporation,2000007004,325,3/25/2017 0:00
29044295,Mercury General Corporation,2000007005,215,3/25/2017 0:00
487366148,Foster Wheeler Ltd.,2000007006,1095,3/25/2017 0:00
174452048,Golden West Financial Corporation,2000007007,475,3/25/2017 0:00
371665761,J.C. Penny Co.,2000007008,865,3/25/2017 0:00
82956625,WorldCom Inc,2000007009,395,3/25/2017 0:00
625014316,Procter & Gamble Co.,2000007010,295,3/25/2017 0:00
258354307,Alisson Haley,2000007011,285,3/27/2017 0:00
378385790,Derek Dougherty,2000007012,165,3/27/2017 0:00
324609387,"DST Systems, Inc.",2000007013,632.5,3/27/2017 0:00
201096286,Sports Authority Inc,2000007014,760,3/27/2017 0:00
420609357,Hershey Foods Corp.,2000007015,805,3/27/2017 0:00
56873339,AMERCO,2000007016,220,3/27/2017 0:00
271796605,"Albertson's, Inc.",2000007017,385,3/27/2017 0:00
391861582,Priscilla Rubio,2000007018,395,3/28/2017 0:00
94125794,Marques Long,2000007019,325,3/28/2017 0:00
644857274,Intel Corporation,2000007020,395,3/28/2017 0:00
416046310,Great Lakes Chemical Corporation,2000007021,755,3/28/2017 0:00
683696282,Kennametal Inc.,2000007022,375,3/28/2017 0:00
50716067,Owens-Illinois Inc,2000007023,395,3/28/2017 0:00
145953577,Valentino Hodge,2000007024,325,3/28/2017 0:00
253620776,Ball Corporation,2000007025,195,3/28/2017 0:00
459043816,Sanai Richmond,2000007026,325,3/28/2017 0:00
183065738,Paityn Vincent,2000007027,225,3/28/2017 0:00
342300549,Nucor Corp,2000007028,405,3/28/2017 0:00
615047659,Georgia Gulf Corporation,2000007029,575,3/28/2017 0:00
582136085,Cabot Corp,2000007030,85,3/28/2017 0:00
644669261,Metaldyne Corporation,2000007031,1295,3/29/2017 0:00
610646064,LSI Logic Corporation,2000007032,365,3/29/2017 0:00
440613920,Valspar Corporation,2000007033,1296,3/29/2017 0:00
52988469,"Arrow Electronics, Inc.",2000007034,75,3/29/2017 0:00
446205064,General Mills Inc,2000007035,975,3/29/2017 0:00
5204464,New Jersey Resources Corporation,2000007036,515,3/29/2017 0:00
144408321,Keyon Bell,2000007037,510,3/29/2017 0:00
142780669,Bank of America Corporation,2000007038,60,3/29/2017 0:00
139397218,Western Gas Resources Inc,2000007039,385,3/30/2017 0:00
7731754,Louis Stevenson,2000007040,175,3/30/2017 0:00
589565209,Starwood Hotels & Resorts Worldwide Inc,2000007041,415,3/30/2017 0:00
391567479,GenCorp Inc.,2000007042,650,3/30/2017 0:00
556990594,"Dominion Resources, Inc.",2000007043,595,3/30/2017 0:00
662601993,Northeast Utilities System,2000007044,315,3/31/2017 0:00
478566723,Kamden Chambers,2000007045,420,3/31/2017 0:00
548784465,Turner Adkins,2000007046,325,3/31/2017 0:00
396719060,Aurora Payne,2000007047,170,3/31/2017 0:00
608755321,Georgia-Pacific Corporation,2000007048,790,3/31/2017 0:00
396111826,NSTAR,2000007049,565,3/31/2017 0:00
334862229,Deborah Haley,2000007050,225,3/31/2017 0:00
327771720,Braeden Aguirre,2000007051,420,3/31/2017 0:00
399421517,Kindred Healthcare Inc.,2000007052,1065,3/31/2017 0:00
3185991,Kohl's Corp.,2000007053,665,3/31/2017 0:00
436916874,Safeguard Scientifics Inc.,2000007054,455,3/31/2017 0:00
199155800,Cardinal Health Inc.,2000007055,150,3/31/2017 0:00
327519152,Bank One Corporation,2000007056,155,3/31/2017 0:00
30976785,Colgate-Palmolive Co.,2000007057,7000,4/3/2017 0:00
676871072,Cierra Cannon,2000007058,265,3/21/2017 0:00
128812484,Scholastic Corp,2000007059,85,3/22/2017 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000007060,900,3/28/2017 0:00
90038671,"American Axle & Manufacturing Holdings, Inc.",2000007061,450,3/28/2017 0:00
628230525,Dean Foods Company,2000007062,85,4/10/2017 0:00
198749068,Jones Apparel Group Inc.,2000007063,80,4/10/2017 0:00
397067348,"Earthlink, Inc.",2000007064,80,4/10/2017 0:00
145953577,Valentino Hodge,2000007065,55,4/10/2017 0:00
335789456,Cintas Corp.,2000007066,35,4/10/2017 0:00
426932382,National Commerce Financial Corporation,2000007067,70,4/11/2017 0:00
49632436,ITT Industries Inc.,2000007068,0,4/12/2017 0:00
31812522,London Cuevas,2000007069,365,4/1/2017 0:00
211268016,IMS Health Inc.,2000007070,805,4/1/2017 0:00
102830882,Aubree Valenzuela,2000007071,325,4/1/2017 0:00
383796706,KLA-Tencor Corporation,2000007072,310,4/1/2017 0:00
218476412,Torchmark Corporation,2000007073,230,4/1/2017 0:00
520289261,Spherion Corp,2000007074,225,4/1/2017 0:00
126437621,Spartan Stores Inc,2000007075,225,4/1/2017 0:00
332812229,Viacom Inc,2000007076,215,4/1/2017 0:00
300966051,Avery Dennison Corporation,2000007077,140,4/3/2017 0:00
447884355,Alessandra Peck,2000007078,465,4/3/2017 0:00
679764646,Marsh Supermarkets Inc.,2000007079,295,4/3/2017 0:00
607248457,JDS Uniphase Corp.,2000007080,235,4/3/2017 0:00
291051913,CMS Energy Corp.,2000007081,0,4/14/2017 0:00
143068101,Brennen Drake,2000007082,125,4/4/2017 0:00
673342087,Sovereign Bancorp Inc.,2000007083,375,4/4/2017 0:00
565728992,Jaidyn Calhoun,2000007084,425,4/4/2017 0:00
57321442,Stryker Corp,2000007085,255,4/4/2017 0:00
295030392,DPL Inc.,2000007086,595,4/4/2017 0:00
508933522,Greif Bros. Corporation,2000007087,325,4/4/2017 0:00
29697804,Jayce Simpson,2000007088,125,4/4/2017 0:00
223322928,Aiden Steele,2000007089,475,4/4/2017 0:00
672339747,Alani Simmons,2000007090,615,4/7/2017 0:00
88513002,Viviana Baxter,2000007091,255,4/7/2017 0:00
104741541,Karli Fisher,2000007092,295,4/7/2017 0:00
193704552,Lands' End Inc.,2000007093,415,4/7/2017 0:00
26057554,Mike Lewis,2000007094,295,4/7/2017 0:00
442525341,Rent A Center Inc,2000007095,825,4/7/2017 0:00
255774514,Aliza Johnston,2000007096,200,4/7/2017 0:00
301923925,Pioneer-Standard Electronics Inc.,2000007097,455,4/7/2017 0:00
155379765,Jessie Joyce,2000007098,295,4/7/2017 0:00
280900458,Ronnie Pitts,2000007099,850,4/7/2017 0:00
255774514,Aliza Johnston,2000007100,200,4/7/2017 0:00
171550039,Lara Hansen,2000007101,275,4/7/2017 0:00
470809359,Myles Daniel,2000007102,255,4/8/2017 0:00
